"Carburante","Potencia","Servicio_Vehiculo","Actividad_Vehiculo","GAMA","Unidades_Matriculadas","Localidad_definitiva","Provincia_definitiva","Codigo_Postal","Viviendas","precio_medio_m2","Peso_vivienda","RAISON_SOCIAL","RUE_SSOC","Edad_Conductor","Numero de Conductores","Antigüedad","Anos_Antiguedad","Numero_vehiculos_parque","Cluster_GamaPotencia","Cluster_Antiguedad","Cluster_Edad"
"1  ",60.0,"B00","D","UTILITARIO",0.0,"CHICLANA DE LA FRONTERA","CADIZ",0.027963375402128204,0.11320754716981131,0.42550294597135896,3,"RAMON HOYO, S.L.","AVDA. REYES CATOLICOS, 5","50 a 54 años",0.08376700103074643,"0",0.0,0.0,"cluster_1_GamaPotencia","cluster_5_Antiguedad","cluster_3_Edad"
"1  ",60.0,"B00","D","UTILITARIO",0.0,"CHICLANA DE LA FRONTERA","CADIZ",0.027963375402128204,0.11320754716981131,0.42550294597135896,3,"RAMON HOYO, S.L.","AVDA. REYES CATOLICOS, 5","55 a 59 años",0.06254870905297032,"0",0.0,0.0,"cluster_1_GamaPotencia","cluster_5_Antiguedad","cluster_3_Edad"
"1  ",60.0,"B00","D","UTILITARIO",0.0,"CHICLANA DE LA FRONTERA","CADIZ",0.027963375402128204,0.11320754716981131,0.42550294597135896,3,"RAMON HOYO, S.L.","AVDA. REYES CATOLICOS, 5","60 a 64 años",0.03763481408854363,"0",0.0,0.0,"cluster_1_GamaPotencia","cluster_6_Antiguedad","cluster_3_Edad"
"1  ",60.0,"B00","D","UTILITARIO",0.0,"CHICLANA DE LA FRONTERA","CADIZ",0.027963375402128204,0.11320754716981131,0.42550294597135896,3,"RAMON HOYO, S.L.","AVDA. REYES CATOLICOS, 5","65 a 69 años",0.027151368881514443,"0",0.0,0.0,"cluster_1_GamaPotencia","cluster_6_Antiguedad","cluster_3_Edad"
"1  ",60.0,"B00","D","UTILITARIO",0.0,"CHICLANA DE LA FRONTERA","CADIZ",0.027963375402128204,0.11320754716981131,0.42550294597135896,3,"RAMON HOYO, S.L.","AVDA. REYES CATOLICOS, 5","70 a 74 años",0.015058953666691808,"0",0.0,0.0,"cluster_1_GamaPotencia","cluster_6_Antiguedad","cluster_3_Edad"
"1  ",60.0,"B00","D","UTILITARIO",0.0,"CHICLANA DE LA FRONTERA","CADIZ",0.027963375402128204,0.11320754716981131,0.42550294597135896,3,"RAMON HOYO, S.L.","AVDA. REYES CATOLICOS, 5","Más de 74 años",0.0098298011413631,"0",0.0,0.0,"cluster_1_GamaPotencia","cluster_6_Antiguedad","cluster_3_Edad"
"1  ",60.0,"B00","D","UTILITARIO",0.0,"CHICLANA DE LA FRONTERA","CADIZ",0.027963375402128204,0.11320754716981131,0.42550294597135896,3,"TALLERES COLCHÓN, S.L.","Caraza, 33","18 a 20 años",0.009854941297734872,"0",0.0,0.0,"cluster_1_GamaPotencia","cluster_1_Antiguedad","cluster_3_Edad"
"1  ",60.0,"B00","D","UTILITARIO",0.0,"CHICLANA DE LA FRONTERA","CADIZ",0.027963375402128204,0.11320754716981131,0.42550294597135896,3,"TALLERES COLCHÓN, S.L.","Caraza, 33","21 a 24 años",0.03210397968675365,"0",0.0,0.0,"cluster_1_GamaPotencia","cluster_1_Antiguedad","cluster_3_Edad"
"1  ",60.0,"B00","D","UTILITARIO",0.0,"CHICLANA DE LA FRONTERA","CADIZ",0.027963375402128204,0.11320754716981131,0.42550294597135896,3,"TALLERES COLCHÓN, S.L.","Caraza, 33","25 a 29 años",0.07929205319657089,"0",0.0,0.0,"cluster_1_GamaPotencia","cluster_1_Antiguedad","cluster_3_Edad"
"1  ",60.0,"B00","D","UTILITARIO",0.0,"CHICLANA DE LA FRONTERA","CADIZ",0.027963375402128204,0.11320754716981131,0.42550294597135896,3,"TALLERES COLCHÓN, S.L.","Caraza, 33","30 a 34 años",0.09462754858335219,"0",0.0,0.0,"cluster_1_GamaPotencia","cluster_1_Antiguedad","cluster_3_Edad"
"1  ",60.0,"B00","D","UTILITARIO",0.0,"CHICLANA DE LA FRONTERA","CADIZ",0.027963375402128204,0.11320754716981131,0.42550294597135896,3,"TALLERES COLCHÓN, S.L.","Caraza, 33","35 a 39 años",0.11501621540085981,"0",0.0,0.0,"cluster_1_GamaPotencia","cluster_1_Antiguedad","cluster_3_Edad"
